point_id,label,time_point_id,time,D,E,H,I,R,S
11,True,10,10.0,0.0002175392082114214,0.015716947808059736,0.001945301978644354,0.01901172905055094,0.01211808225204461,0.9509903997024891
11,True,11,11.0,0.00024088336147749838,0.017081247134287283,0.0021310058322685926,0.020710227204321016,0.013353925652996167,0.9464827108146496
12,True,0,0.0,7.511394446654727e-05,0.007196514307051375,0.00071429125955732,0.007624406251203562,0.004303509823114137,0.980086164414607
12,True,1,1.0,8.368543958123511e-05,0.0076163929308235906,0.0007953502586256592,0.008484254237522366,0.004793334204022581,0.9782269829294246
12,True,2,2.0,9.322964268474303e-05,0.008158041852913805,0.0008855003175135406,0.009362729501635384,0.005338443264082891,0.9761620554211697
12,True,3,3.0,0.00010385564649490552,0.008800357256750428,0.0009842048757948943,0.010282770430093856,0.005940680144115664,0.9738881316467504
12,True,4,4.0,0.00011566610500444425,0.009531844779481628,0.001091439796817282,0.01126135132875681,0.006603125317270871,0.971396572672669
12,True,5,5.0,0.00012876345213692542,0.010347192970347785,0.001207521947692575,0.012311858785465117,0.007329807318451113,0.9686748555259065
12,True,6,6.0,0.00014325248366794545,0.011245133412852633,0.0013330081604739107,0.013445596111839323,0.008125533341834107,0.9657074764893322
12,True,7,7.0,0.0001592485522194206,0.012227095808739135,0.0014686195114484045,0.014672757489910059,0.008995791226807928,0.9624764874108752
12,True,8,8.0,0.00017687188249723923,0.013296383066512906,0.001615213575598117,0.01600304708242472,0.009946703401613561,0.9589617809913535
12,True,9,9.0,0.0001962542584550997,0.01445769967007554,0.0017737547175977742,0.017446092117463022,0.01098501146192032,0.9551411877744884
12,True,10,10.0,0.0002175392082114214,0.015716947808059736,0.001945301978644354,0.01901172905055094,0.01211808225204461,0.9509903997024891
12,True,11,11.0,0.00024088336147749838,0.017081247134287283,0.0021310058322685926,0.020710227204321016,0.013353925652996167,0.9464827108146496
12,True,12,12.0,0.00026645543146472145,0.018559160020337192,0.0023321097931281536,0.02255249936365008,0.01470122688967778,0.9415885485017423
13,True,0,0.0,7.511394446654727e-05,0.007196514307051375,0.00071429125955732,0.007624406251203562,0.004303509823114137,0.980086164414607
13,True,1,1.0,8.368543958123511e-05,0.0076163929308235906,0.0007953502586256592,0.008484254237522366,0.004793334204022581,0.9782269829294246
13,True,2,2.0,9.322964268474303e-05,0.008158041852913805,0.0008855003175135406,0.009362729501635384,0.005338443264082891,0.9761620554211697
13,True,3,3.0,0.00010385564649490552,0.008800357256750428,0.0009842048757948943,0.010282770430093856,0.005940680144115664,0.9738881316467504
13,True,4,4.0,0.00011566610500444425,0.009531844779481628,0.001091439796817282,0.01126135132875681,0.006603125317270871,0.971396572672669
13,True,5,5.0,0.00012876345213692542,0.010347192970347785,0.001207521947692575,0.012311858785465117,0.007329807318451113,0.9686748555259065
13,True,6,6.0,0.00014325248366794545,0.011245133412852633,0.0013330081604739107,0.013445596111839323,0.008125533341834107,0.9657074764893322
13,True,7,7.0,0.0001592485522194206,0.012227095808739135,0.0014686195114484045,0.014672757489910059,0.008995791226807928,0.9624764874108752
13,True,8,8.0,0.00017687188249723923,0.013296383066512906,0.001615213575598117,0.01600304708242472,0.009946703401613561,0.9589617809913535
13,True,9,9.0,0.0001962542584550997,0.01445769967007554,0.0017737547175977742,0.017446092117463022,0.01098501146192032,0.9551411877744884
13,True,10,10.0,0.0002175392082114214,0.015716947808059736,0.001945301978644354,0.01901172905055094,0.01211808225204461,0.9509903997024891
13,True,11,11.0,0.00024088336147749838,0.017081247134287283,0.0021310058322685926,0.020710227204321016,0.013353925652996167,0.9464827108146496
13,True,12,12.0,0.00026645543146472145,0.018559160020337192,0.0023321097931281536,0.02255249936365008,0.01470122688967778,0.9415885485017423
13,True,13,13.0,0.00029444074898225933,0.020161109634766108,0.00254994880108834,0.02455034141608011,0.016169392515837464,0.936274766883246
14,True,0,0.0,7.511394446654727e-05,0.007196514307051375,0.00071429125955732,0.007624406251203562,0.004303509823114137,0.980086164414607
14,True,1,1.0,8.368543958123511e-05,0.0076163929308235906,0.0007953502586256592,0.008484254237522366,0.004793334204022581,0.9782269829294246
14,True,2,2.0,9.322964268474303e-05,0.008158041852913805,0.0008855003175135406,0.009362729501635384,0.005338443264082891,0.9761620554211697
14,True,3,3.0,0.00010385564649490552,0.008800357256750428,0.0009842048757948943,0.010282770430093856,0.005940680144115664,0.9738881316467504
14,True,4,4.0,0.00011566610500444425,0.009531844779481628,0.001091439796817282,0.01126135132875681,0.006603125317270871,0.971396572672669
14,True,5,5.0,0.00012876345213692542,0.010347192970347785,0.001207521947692575,0.012311858785465117,0.007329807318451113,0.9686748555259065
14,True,6,6.0,0.00014325248366794545,0.011245133412852633,0.0013330081604739107,0.013445596111839323,0.008125533341834107,0.9657074764893322
14,True,7,7.0,0.0001592485522194206,0.012227095808739135,0.0014686195114484045,0.014672757489910059,0.008995791226807928,0.9624764874108752
14,True,8,8.0,0.00017687188249723923,0.013296383066512906,0.001615213575598117,0.01600304708242472,0.009946703401613561,0.9589617809913535
14,True,9,9.0,0.0001962542584550997,0.01445769967007554,0.0017737547175977742,0.017446092117463022,0.01098501146192032,0.9551411877744884
14,True,10,10.0,0.0002175392082114214,0.015716947808059736,0.001945301978644354,0.01901172905055094,0.01211808225204461,0.9509903997024891
14,True,11,11.0,0.00024088336147749838,0.017081247134287283,0.0021310058322685926,0.020710227204321016,0.013353925652996167,0.9464827108146496
14,True,12,12.0,0.00026645543146472145,0.018559160020337192,0.0023321097931281536,0.02255249936365008,0.01470122688967778,0.9415885485017423
14,True,13,13.0,0.00029444074898225933,0.020161109634766108,0.00254994880108834,0.02455034141608011,0.016169392515837464,0.936274766883246
14,True,14,14.0,0.00032504013459531945,0.0218999584619252,0.002785960749301108,0.026716737395411243,0.017768607129633723,0.9305036961291336
15,True,0,0.0,7.511394446654727e-05,0.007196514307051375,0.00071429125955732,0.007624406251203562,0.004303509823114137,0.980086164414607
15,True,1,1.0,8.368543958123511e-05,0.0076163929308235906,0.0007953502586256592,0.008484254237522366,0.004793334204022581,0.9782269829294246
15,True,2,2.0,9.322964268474303e-05,0.008158041852913805,0.0008855003175135406,0.009362729501635384,0.005338443264082891,0.9761620554211697
15,True,3,3.0,0.00010385564649490552,0.008800357256750428,0.0009842048757948943,0.010282770430093856,0.005940680144115664,0.9738881316467504
15,True,4,4.0,0.00011566610500444425,0.009531844779481628,0.001091439796817282,0.01126135132875681,0.006603125317270871,0.971396572672669
15,True,5,5.0,0.00012876345213692542,0.010347192970347785,0.001207521947692575,0.012311858785465117,0.007329807318451113,0.9686748555259065
15,True,6,6.0,0.00014325248366794545,0.011245133412852633,0.0013330081604739107,0.013445596111839323,0.008125533341834107,0.9657074764893322
15,True,7,7.0,0.0001592485522194206,0.012227095808739135,0.0014686195114484045,0.014672757489910059,0.008995791226807928,0.9624764874108752
15,True,8,8.0,0.00017687188249723923,0.013296383066512906,0.001615213575598117,0.01600304708242472,0.009946703401613561,0.9589617809913535
15,True,9,9.0,0.0001962542584550997,0.01445769967007554,0.0017737547175977742,0.017446092117463022,0.01098501146192032,0.9551411877744884
15,True,10,10.0,0.0002175392082114214,0.015716947808059736,0.001945301978644354,0.01901172905055094,0.01211808225204461,0.9509903997024891
15,True,11,11.0,0.00024088336147749838,0.017081247134287283,0.0021310058322685926,0.020710227204321016,0.013353925652996167,0.9464827108146496
15,True,12,12.0,0.00026645543146472145,0.018559160020337192,0.0023321097931281536,0.02255249936365008,0.01470122688967778,0.9415885485017423
15,True,13,13.0,0.00029444074898225933,0.020161109634766108,0.00254994880108834,0.02455034141608011,0.016169392515837464,0.936274766883246
15,True,14,14.0,0.00032504013459531945,0.0218999584619252,0.002785960749301108,0.026716737395411243,0.017768607129633723,0.9305036961291336
15,True,15,15.0,0.00035847166358693276,0.023791660253027827,0.003041699422279222,0.02906625704574503,0.019509908969715252,0.924232002645646
16,True,0,0.0,7.511394446654727e-05,0.007196514307051375,0.00071429125955732,0.007624406251203562,0.004303509823114137,0.980086164414607
16,True,1,1.0,8.368543958123511e-05,0.0076163929308235906,0.0007953502586256592,0.008484254237522366,0.004793334204022581,0.9782269829294246
16,True,2,2.0,9.322964268474303e-05,0.008158041852913805,0.0008855003175135406,0.009362729501635384,0.005338443264082891,0.9761620554211697
16,True,3,3.0,0.00010385564649490552,0.008800357256750428,0.0009842048757948943,0.010282770430093856,0.005940680144115664,0.9738881316467504
16,True,4,4.0,0.00011566610500444425,0.009531844779481628,0.001091439796817282,0.01126135132875681,0.006603125317270871,0.971396572672669
16,True,5,5.0,0.00012876345213692542,0.010347192970347785,0.001207521947692575,0.012311858785465117,0.007329807318451113,0.9686748555259065
16,True,6,6.0,0.00014325248366794545,0.011245133412852633,0.0013330081604739107,0.013445596111839323,0.008125533341834107,0.9657074764893322
16,True,7,7.0,0.0001592485522194206,0.012227095808739135,0.0014686195114484045,0.014672757489910059,0.008995791226807928,0.9624764874108752
16,True,8,8.0,0.00017687188249723923,0.013296383066512906,0.001615213575598117,0.01600304708242472,0.009946703401613561,0.9589617809913535
16,True,9,9.0,0.0001962542584550997,0.01445769967007554,0.0017737547175977742,0.017446092117463022,0.01098501146192032,0.9551411877744884
16,True,10,10.0,0.0002175392082114214,0.015716947808059736,0.001945301978644354,0.01901172905055094,0.01211808225204461,0.9509903997024891
16,True,11,11.0,0.00024088336147749838,0.017081247134287283,0.0021310058322685926,0.020710227204321016,0.013353925652996167,0.9464827108146496
16,True,12,12.0,0.00026645543146472145,0.018559160020337192,0.0023321097931281536,0.02255249936365008,0.01470122688967778,0.9415885485017423
16,True,13,13.0,0.00029444074898225933,0.020161109634766108,0.00254994880108834,0.02455034141608011,0.016169392515837464,0.936274766883246
16,True,14,14.0,0.00032504013459531945,0.0218999584619252,0.002785960749301108,0.026716737395411243,0.017768607129633723,0.9305036961291336
16,True,15,15.0,0.00035847166358693276,0.023791660253027827,0.003041699422279222,0.02906625704574503,0.019509908969715252,0.924232002645646
16,True,16,16.0,0.0003949720566542834,0.025855796967055037,0.003318854620966201,0.03161555356087398,0.021405288913437542,0.9174095338810132
17,True,0,0.0,7.511394446654727e-05,0.007196514307051375,0.00071429125955732,0.007624406251203562,0.004303509823114137,0.980086164414607
17,True,1,1.0,8.368543958123511e-05,0.007963464765033654,0.0007953502586256592,0.008484254237522366,0.004793334204022581,0.9778799110952145
17,True,2,2.0,9.322964268474303e-05,0.008820310408569067,0.0008855003175135406,0.009432143868477396,0.005338443264082891,0.9754303724986724
17,True,3,3.0,0.00010385564649490552,0.009772636222786827,0.0009855931631317344,0.010479363016186929,0.005944567348658817,0.9727139846027408
17,True,4,4.0,0.00011568276445248633,0.01082768443670614,0.0010966211071422997,0.011637458671514087,0.0066181438759208774,0.9697044091442641
17,True,5,5.0,0.0001288422511317043,0.011993982417997708,0.0012197077864065735,0.012918549099475839,0.007366344169356861,0.9663725742756314
17,True,6,6.0,0.000143478153292077,0.01328111655343842,0.0013561085810319393,0.014335535851515216,0.008197117204131287,0.9626866436565912
17,True,7,7.0,0.00015975144649611902,0.014699584597776321,0.0015072085213618932,0.015902258437487743,0.009119244695312447,0.9586119523015656
17,True,8,8.0,0.00017783791421415137,0.01626069227142179,0.0016745331257947119,0.017633603715793936,0.010142405264410665,0.9541109277083649
17,True,9,9.0,0.00019793224955402924,0.01797647191982067,0.0018597524056116082,0.019545588287677954,0.01127724553165423,0.9491430096056817
17,True,10,10.0,0.00022024924288698009,0.019859612643475154,0.0020646892269239104,0.021655417961778563,0.012535456426872501,0.9436645744980632
17,True,11,11.0,0.00024502568970176917,0.0219233949184123,0.0022913284873753883,0.023981528725378422,0.013929852484701405,0.9376288696944309
17,True,12,12.0,0.0002725216315502738,0.02418162478136719,0.0025418262131454185,0.02654361152593213,0.015474455000211633,0.9309859608477936
17,True,13,13.0,0.00030302354610801886,0.026648560750485162,0.002818515822349519,0.029362622006234722,0.01718457795242063,0.9236826999224023
17,True,14,14.0,0.00033684573597621314,0.02933881923752376,0.0031239166802392616,0.032460774883857915,0.01907691417713653,0.9156627292852666
17,True,15,15.0,0.00037433273613908427,0.032267228593939774,0.003460740509892494,0.03586151984018947,0.02116962223849363,0.9068665560813458
17,True,16,16.0,0.00041586162225779424,0.035448575060699955,0.0038318968557070343,0.03958949005112303,0.02348241251441478,0.8972317638957976
17,True,17,17.0,0.00046184438452627865,0.038897143603003864,0.004240496971158791,0.043670403819377666,0.02603663088057989,0.8866934803413538
18,True,0,0.0,7.511394446654727e-05,0.007196514307051375,0.00071429125955732,0.007624406251203562,0.004303509823114137,0.980086164414607
18,True,1,1.0,8.368543958123511e-05,0.007904163971763634,0.0007953502586256592,0.008484254237522366,0.004793334204022581,0.9779392118884845
18,True,2,2.0,9.322964268474303e-05,0.00870717438830406,0.0008855003175135406,0.009420283709823393,0.005338443264082891,0.9755553686775914
18,True,3,3.0,0.00010385564649490552,0.009606129437884891,0.0009853559599586545,0.010445777025537627,0.0059439031797741924,0.9729149787503498
18,True,4,4.0,0.00011567991801440936,0.010604803237048757,0.0010957359044735417,0.011573123859173745,0.006615578017680661,0.9699950790636089
18,True,5,5.0,0.0001288287875128258,0.011709167442786475,0.001217624338238596,0.012814527590826436,0.007360097630174251,0.9667697542104615
18,True,6,6.0,0.00014343959531528695,0.012926784533463085,0.001352153140487667,0.01418245698248092,0.008184862117025528,0.9632103036312276
18,True,7,7.0,0.00015966542084031355,0.014266427677050652,0.0015005870674287306,0.015689947158504986,0.009098069095227989,0.9592853035809474
18,True,8,8.0,0.00017767242265194705,0.015737839469126793,0.001664327662168551,0.017350796709868735,0.010108757482722913,0.9549606062534612
18,True,9,9.0,0.00019764427720157796,0.01735157536475237,0.0018449114751190017,0.019179704053744067,0.011226862365172856,0.9501993024640103
18,True,10,10.0,0.00021978317066545492,0.019118903631190728,0.002044014777328242,0.021192361618609993,0.012463277677584287,0.9449616591246215
18,True,11,11.0,0.0002443115672138729,0.021051745434030558,0.002263460312747138,0.023405522861833783,0.013829923228631332,0.9392050365955436
18,True,12,12.0,0.0002714730909668386,0.02316264581847519,0.0025052247387091003,0.025837052211140528,0.015339817016415774,0.9328837871242929
18,True,13,13.0,0.0003015357878313478,0.025464766743768397,0.002771443309061001,0.028505965406788885,0.017007151717246045,0.9259491370353046
18,True,14,14.0,0.0003347931075400798,0.027971885454385427,0.0030644182862906784,0.03143246538462661,0.01884737279122359,0.9183490649759338
18,True,15,15.0,0.000371566126975568,0.03069836208923862,0.003386625765354143,0.034637975106272076,0.020877259661956263,0.9100282112502035
18,True,16,16.0,0.0004122056361598177,0.033659005639220134,0.0037407226909441705,0.03814516141604312,0.02311500933525866,0.9009278952823744
18,True,17,17.0,0.00045709430845114783,0.03686871430605937,0.004129553650170616,0.04197793027626787,0.025580321971360166,0.8909863854876912
19,True,0,0.0,7.511394446654727e-05,0.007196514307051375,0.00071429125955732,0.007624406251203562,0.004303509823114137,0.980086164414607
19,True,1,1.0,8.368543958123511e-05,0.00782100348401894,0.0007953502586256592,0.008484254237522366,0.004793334204022581,0.9780223723762292
19,True,2,2.0,9.322964268474303e-05,0.008548504600533835,0.0008855003175135406,0.009403651612274454,0.005338443264082891,0.9757306705629105
19,True,3,3.0,0.00010385564649490552,0.0093728942951119,0.0009850233180076755,0.010398675009848363,0.005942971782311452,0.9731965799482257
19,True,4,4.0,0.00011567592631099763,0.010293267881347212,0.0010944944864038754,0.011482954568122266,0.006611979634847636,0.970401627502968
19,True,5,5.0,0.00012880990680228207,0.011312146386732154,0.001214703566659564,0.012668904257196086,0.007351340461296286,0.9673240954213137
19,True,6,6.0,0.00014338552352333457,0.012434373482033002,0.0013466121212163918,0.013968496810995611,0.008167693013565309,0.9639394390486664
19,True,7,7.0,0.00015954485284672671,0.013666428415188196,0.0014913209797413692,0.015393765749766544,0.009068430583352606,0.9602205094191046
19,True,8,8.0,0.00017744064756788534,0.015016001009823384,0.0016500646720603784,0.016957125235821924,0.010061717293294695,0.9561376511414319
19,True,9,9.0,0.0001972413209671259,0.01649173472334222,0.001824201565116479,0.01867158391986413,0.011156521244761821,0.9516587172259484
19,True,10,10.0,0.00021913168106788635,0.018103088090628005,0.0020152135760074246,0.020550890486622904,0.01236265925167979,0.9467490169139942
19,True,11,11.0,0.00024331453477359111,0.019860286888192063,0.0022247097373455245,0.022609640427765164,0.013690847913619325,0.9413712004983046
19,True,12,12.0,0.0002700110516217374,0.02177435293168239,0.0024544315721662757,0.024863365132893427,0.015152762234460581,0.9354850770771759
19,True,13,13.0,0.00029946423048773273,0.023857198345571862,0.0027062557176075167,0.027328619969130004,0.01676110066025325,0.9290473610769499
19,True,14,14.0,0.00033193929909902295,0.026121764581687034,0.002982202545229365,0.030023084520590496,0.01852965388167399,0.9220113551717203
19,True,15,15.0,0.0003677257296417754,0.02858215899789347,0.0032844439811182385,0.03296568301336303,0.020473380438807243,0.9143266078391764
19,True,16,16.0,0.00040713905741519423,0.03125369294770925,0.0036153132432736757,0.03617672290392614,0.022608489757893976,0.905938642089782
19,True,17,17.0,0.0004505228163344784,0.03415264991763912,0.003977316377024831,0.0396780305527696,0.024952533805921922,0.8967889465303104
20,True,0,0.0,7.511394446654727e-05,0.007196514307051375,0.00071429125955732,0.007624406251203562,0.004303509823114137,0.980086164414607
20,True,1,1.0,8.368543958123511e-05,0.007927155509591307,0.0007953502586256592,0.008484254237522366,0.004793334204022581,0.9779162203506568
20,True,2,2.0,9.322964268474303e-05,0.008751039354573208,0.0008855003175135406,0.009424882017388928,0.005338443264082891,0.9755069054037567
20,True,3,3.0,0.00010385564649490552,0.009670667142016537,0.0009854479261099652,0.01045879885498201,0.005944160684997863,0.9728370697453987
20,True,4,4.0,0.00011568102160822509,0.010691144614800297,0.0010960791105986089,0.011598063570406686,0.006616572838374532,0.9698824588442116
